sku,product_name,category,subcategory,price,inventory,last_updated
SP-EQ-8257,Test Product 1510 [Updated],Sports,Equipment,228.55829055708915,5.0,2024-11-08 11:06:03.211222
Sp-Ou-8586,Test Product 1511 - Latest Model,Sports,Outdoor,374.64122361598845,85.0,2024-12-08 11:06:03.211251
CL-WO-1724,Test Product 1512 [Updated],Clothing,Womens,,6.0,2024-12-22 11:06:03.211279
HO-AP-7773,Test Product 1514 (New),home & kitchen,Appliances,329.4671198222507,77.0,2024-10-03 11:06:03.211336
,Test Product 1516 (New),,Outdoor,291.73560742439366,37.0,2024-12-08 11:06:03.211393
HO-AP-7107,Test Product 1517,Home & Kitchen,Appliances,249.4562356118122,,
EL-PH-2325,Test Product 1518 (New),electronics,,230.12619408019873,53.0,2024-11-26 11:06:03.211451
SP-EQ-5373,Test Product 1520,Sports,Equipment,237.98650028588358,6.0,2024-10-12 11:06:03.211509
HO-DE-1576,Test Product 1523 [Updated],home & kitchen,Decor,485.380587616802,28.0,2024-11-22 11:06:03.211598
Bo-Re-2627,Test Product 1524 [Updated],Books,Reference,215.8659315497192,50.0,2024-05-16 11:06:03.211627
BO-RE-4520,Test Product 1525,Books,Reference,352.6956442092784,47.0,2024-03-14 11:06:03.211656
BO-CH-4801,Test Product 1528,books,Children,331.8776849807955,-1.0,2024-07-16 11:06:03.211742
TO-ED-8001,Test Product 1529,Toys,Educational,164.48745142092207,99.0,2024-09-26 11:06:03.211771
,Test Product 1530 (New),Books,Non-Fiction,39.44172703913841,55.0,2024-04-26 11:06:03.211801
CL-ME-5310,Test Product 1531 [Updated],Clothing,Mens,421.84132912371604,62.0,2025-01-19 11:06:03.211835
BO-FI-1300,Test Product 1536 [Updated],Books,Fiction,,89.0,2024-03-10 11:06:03.211981
BO-NO-2389,Test Product 1537 - Latest Model,Books,Non-Fiction,21.664961196588074,43.0,2024-09-13 11:06:03.212009
TO-OU-5089,Test Product 1539,toys,Outdoor,57.85649588180023,26.0,2024-08-26 11:06:03.212066
TO-AR-6319,,Toys,Arts & Crafts,341.4345233819324,43.0,2024-06-02 11:06:03.212126
CL-WO-8543,Test Product 1542 [Updated],Clothing,Womens,458.8360806674179,65.0,2024-07-23 11:06:03.212154
EL-CA-8830,Test Product 1546 (New),Electronics,Cameras,193.34383585987425,-1.0,2024-11-30 11:06:03.212269
CL-WO-8838,Test Product 1548 [Updated],Clothing,,286.25136748222207,86.0,2024-05-16 11:06:03.212329
TO-AR-2881,Test Product 1549 (New),toys,Arts & Crafts,$82.69,35.0,2024-11-28 11:06:03.212358
CL-ME-3711,Test Product 1550 (New),Clothing,Mens,274.0914384846463,0.0,2025-02-01 11:06:03.212387
HO-DE-1163,Test Product 1552 - Latest Model,Home & Kitchen,Decor,351.2095184866876,,2024-04-14 11:06:03.212447
TO-ED-1994,Test Product 1554 - Latest Model,Toys,Educational,392.02083450540476,37.0,2024-08-05 11:06:03.212505
EL-AC-4285,Test Product 1556 [Updated],electronics,Accessories,418.46770375723776,88.0,2024-10-21 11:06:03.212563
CL-AC-1051,Test Product 1557 [Updated],Clothing,Accessories,326.4473312250917,1.0,2024-09-26 11:06:03.212592
BO-RE-8257,,Books,Reference,106.67127127136355,76.0,2024-02-11 11:06:03.212649
TO-GA-3108,Test Product 1560 [Updated],Toys,Games,29.66830020105099,65.0,2024-08-09 11:06:03.212679
BO-ED-4176,Test Product 1561 (New),Books,,222.04792586438978,67.0,2024-05-14 11:06:03.212708
BO-NO-7466,Test Product 1562 [Updated],Books,,497.18412635240264,48.0,2024-12-04 11:06:03.212736
TO-OU-3315,Test Product 1563,Toys,Outdoor,305.00629973425214,-6.0,2024-03-16 11:06:03.212765
EL-LA-8702,Test Product 1566 - Latest Model,,Laptops,456.7802353916076,36.0,2024-12-29 11:06:03.212855
Ho-St-7622,Test Product 1568,Home & Kitchen,Storage,454.27473793766336,-1.0,2024-09-21 11:06:03.212913
BO-RE-4236,Test Product 1570 [Updated],Books,Reference,112.24713601068,60.0,2024-12-02 11:06:03.21297
SP-FI-9842,Test Product 1571,Sports,Fitness,491.3992049530666,96.0,2024-03-13 11:06:03.212998
SP-EQ-5172,Test Product 1572 [Updated],Sports,Equipment,170.27883604603886,13.0,2024-05-29 11:06:03.213028
TO-GA-7756,Test Product 1573 [Updated],Toys,Games,287.6670523375806,,2024-04-23 11:06:03.213059
SP-EQ-5139,Test Product 1574 (New),Sports,Equipment,66.69907318912583,94.0,2024-10-19 11:06:03.213089
SP-AC-6333,Test Product 1577 [Updated],Sports,Accessories,491.44889315440366,56.0,2024-09-28 11:06:03.213175
TO-OU-5536,Test Product 1579 [Updated],,Outdoor,153.39246404386606,22.0,2024-07-24 11:06:03.213233
TO-BU-9251,Test Product 1581,Toys,Building,445.48053679944644,61.0,2024-03-29 11:06:03.21329
CL-AC-1526,Test Product 1585 [Updated],Clothing,Accessories,158.14844330111436,69.0,2024-06-18 11:06:03.213403
HO-FU-9965,Test Product 1586 - Latest Model,Home & Kitchen,Furniture,254.2869903823337,64.0,2024-06-13 11:06:03.213431
Ho-Fu-1410,Test Product 1588 [Updated],Home & Kitchen,Furniture,416.40610789747853,66.0,2024-09-27 11:06:03.213488
EL-PH-9645,Test Product 1590 (New),Electronics,Phones,393.22960048721217,87.0,2024-04-11 11:06:03.213546
To-Bu-5369,Test Product 1593 (New),Toys,Building,446.61480229596197,3.0,2024-12-25 11:06:03.213632
CL-SH-6906,Test Product 1594 - Latest Model,Clothing,Shoes,300.8081426443684,43.0,2024-03-18 11:06:03.21366
CL-WO-2161,Test Product 1598,clothing,Womens,463.7798599255902,,2024-04-05 11:06:03.213775
,Test Product 1600 (New),Books,Non-Fiction,255.6078339384231,38.0,2024-04-13 11:06:03.213839
BO-NO-2369,Test Product 1602 (New),Books,Non-Fiction,403.8399243089034,6.0,2024-05-28 11:06:03.213898
BO-RE-1586,Test Product 1603 - Latest Model,Books,Reference,95.67008857844347,16.0,2024-12-17 11:06:03.213926
TO-OU-9848,Test Product 1605,Toys,Outdoor,298.08752918678965,21.0,2024-06-15 11:06:03.213983
SP-CL-4603,Test Product 1607 [Updated],Sports,Clothing,$346.25,24.0,2024-06-07 11:06:03.214041
BO-RE-2578,Test Product 1610 - Latest Model,Books,Reference,406.37438053671775,29.0,2024-06-07 11:06:03.214128
BO-CH-8750,Test Product 1611 - Latest Model,Books,,169.65936535703125,16.0,2024-03-24 11:06:03.214157
BO-RE-6483,Test Product 1612 [Updated],Books,Reference,292.3774907090102,,2024-05-06 11:06:03.214186
SP-CL-5573,Test Product 1613 [Updated],Sports,Clothing,,65.0,2024-08-09 11:06:03.214216
SP-AC-6714,Test Product 1614 [Updated],Sports,Accessories,247.83271863290517,15.0,2025-01-18 11:06:03.214244
EL-PH-4652,Test Product 1615 (New),Electronics,Phones,$215.06,20.0,2024-03-25 11:06:03.214273
SP-OU-4941,Test Product 1616 (New),Sports,Outdoor,128.49154633708508,82.0,2024-08-22 11:06:03.214302
SP-OU-2602,Test Product 1617,Sports,Outdoor,422.8015172883416,16.0,2024-07-01 11:06:03.21433
,Test Product 1619 [Updated],Toys,Outdoor,164.86513463274673,88.0,2024-09-29 11:06:03.214389
SP-OU-5925,,,Outdoor,278.02796666587506,64.0,2025-01-05 11:06:03.214445
TO-BU-7097,Test Product 1623 (New),Toys,Building,163.86388338402068,9.0,2024-06-17 11:06:03.214502
HO-FU-8081,Test Product 1625,Home & Kitchen,Furniture,347.74444740619106,6.0,2024-12-14 11:06:03.214561
EL-PH-1195,Test Product 1628 [Updated],Electronics,Phones,$311.07,13.0,2024-02-14 11:06:03.214646
SP-EQ-4724,Test Product 1632 (New),Sports,Equipment,44.27256496792933,5.0,2024-09-21 11:06:03.214762
TO-GA-4041,Test Product 1633 (New),Toys,Games,214.7182430221455,8.0,2024-07-09 11:06:03.214791
Sp-Cl-2517,Test Product 1634 (New),Sports,Clothing,143.93149573108485,32.0,
El-La-8750,Test Product 1635,Electronics,Laptops,207.78140786372722,1.0,2024-08-02 11:06:03.214851
CL-SH-5899,Test Product 1640 [Updated],clothing,Shoes,96.17036184493433,80.0,2024-12-03 11:06:03.215
SP-CL-7590,Test Product 1641 - Latest Model,Sports,Clothing,45.987898592823115,56.0,2024-11-10 11:06:03.215029
SP-EQ-5948,Test Product 1643 - Latest Model,sports,Equipment,53.37433575590311,10.0,
SP-CL-7975,Test Product 1644 [Updated],Sports,Clothing,57.82889913255668,43.0,2024-12-07 11:06:03.215116
EL-PH-8483,Test Product 1645 [Updated],electronics,Phones,180.94242741743383,34.0,2024-12-26 11:06:03.215145
SP-FI-6331,Test Product 1646 [Updated],Sports,Fitness,194.13950212114804,68.0,2024-12-16 11:06:03.215173
EL-AC-1354,Test Product 1648 (New),Electronics,Accessories,165.29521160829572,97.0,2024-07-03 11:06:03.21523
,Test Product 1651 [Updated],Electronics,Phones,482.2461484717314,42.0,2024-04-24 11:06:03.215318
HO-ST-1829,Test Product 1652 [Updated],Home & Kitchen,,498.96350703194565,3.0,2024-12-04 11:06:03.215347
EL-PH-7084,Test Product 1654 [Updated],,Phones,466.30013199766,-1.0,2024-09-16 11:06:03.215407
EL-CA-9414,Test Product 1656 - Latest Model,Electronics,Cameras,281.16229571258424,40.0,2024-07-31 11:06:03.215465
HO-AP-5936,Test Product 1657 (New),Home & Kitchen,Appliances,$419.02,92.0,2024-02-09 11:06:03.215495
HO-FU-6609,Test Product 1658 (New),Home & Kitchen,Furniture,20.861220386399765,18.0,2024-12-03 11:06:03.215524
EL-LA-4689,Test Product 1659 [Updated],,Laptops,489.7964836280286,22.0,2024-11-25 11:06:03.215552
EL-CA-1803,Test Product 1660,Electronics,Cameras,493.6275879526427,69.0,2024-03-19 11:06:03.215581
CL-SH-9551,Test Product 1663 [Updated],Clothing,Shoes,83.3028515123036,73.0,2024-05-09 11:06:03.215668
TO-GA-8163,Test Product 1665,,Games,429.0628780385937,6.0,2024-07-20 11:06:03.215725
SP-FI-9250,Test Product 1667 [Updated],sports,Fitness,335.3580485552078,48.0,2024-12-02 11:06:03.215782
TO-BU-2607,Test Product 1668,Toys,Building,275.9707159336614,51.0,2024-08-17 11:06:03.215811
TO-AR-4564,Test Product 1669 [Updated],toys,Arts & Crafts,169.62232842466977,83.0,2024-07-28 11:06:03.215844
CL-WO-7329,Test Product 1670 (New),Clothing,Womens,448.2244482916795,94.0,2024-12-27 11:06:03.215873
HO-CO-6239,Test Product 1674 (New),Home & Kitchen,Cookware,346.6900349763048,88.0,
BO-RE-8518,Test Product 1675,books,Reference,38.45103605663472,56.0,2024-12-02 11:06:03.21602
TO-GA-8051,Test Product 1676,Toys,Games,395.52812942270003,,2024-09-07 11:06:03.21605
EL-CA-4288,Test Product 1677 - Latest Model,Electronics,Cameras,$308.47,66.0,2024-04-04 11:06:03.216081
TO-AR-1264,Test Product 1680,Toys,Arts & Crafts,379.55853507629797,54.0,2024-07-20 11:06:03.216167
TO-ED-4629,Test Product 1682 (New),Toys,Educational,167.69547900284914,31.0,2024-09-09 11:06:03.216224
SP-AC-4233,Test Product 1683 [Updated],Sports,Accessories,237.0311617576738,90.0,2024-09-14 11:06:03.216252
HO-AP-1740,Test Product 1684 (New),Home & Kitchen,Appliances,64.26412889368095,55.0,2024-10-30 11:06:03.216281
HO-FU-3781,Test Product 1686 - Latest Model,Home & Kitchen,Furniture,301.1380853610292,55.0,2024-11-04 11:06:03.216338
SP-EQ-8163,Test Product 1687,Sports,Equipment,,81.0,2024-12-20 11:06:03.216366
BO-ED-5809,Test Product 1688 (New),Books,Educational,219.76550954622246,98.0,2024-10-18 11:06:03.216395
BO-RE-7034,Test Product 1689 [Updated],Books,Reference,189.88598570146883,82.0,2024-04-20 11:06:03.216423
SP-FI-8890,,Sports,Fitness,450.68502586818846,59.0,2025-01-20 11:06:03.216451
SP-EQ-2233,Test Product 1691 (New),Sports,Equipment,$80.22,7.0,2024-04-18 11:06:03.21648
Cl-Ki-2574,Test Product 1695 [Updated],Clothing,Kids,88.58299790154463,37.0,2024-03-07 11:06:03.216595
CL-WO-8913,Test Product 1696 - Latest Model,Clothing,Womens,306.4651741657522,20.0,2024-10-10 11:06:03.216626
,Test Product 1697 (New),Electronics,Laptops,$215.12,7.0,2024-07-25 11:06:03.216656
HO-CO-3781,Test Product 1701 [Updated],,Cookware,342.663398318555,8.0,2024-05-07 11:06:03.216774
CL-WO-5245,Test Product 1705 (New),Clothing,Womens,58.486627826402106,88.0,2024-04-30 11:06:03.216893
BO-FI-2015,Test Product 1706 [Updated],Books,Fiction,480.06871320902474,51.0,2024-08-05 11:06:03.216921
,Test Product 1707 [Updated],Clothing,Mens,441.37061596747515,,2024-09-15 11:06:03.21695
Bo-Re-9271,Test Product 1709 [Updated],Books,Reference,366.01380573988837,96.0,2024-04-30 11:06:03.217008
HO-FU-2944,Test Product 1710 (New),Home & Kitchen,Furniture,432.2222132353083,,2024-12-15 11:06:03.217037
BO-RE-2353,Test Product 1711 [Updated],Books,Reference,,90.0,2024-07-13 11:06:03.217066
SP-OU-1690,,Sports,Outdoor,236.66576145822913,2.0,2024-10-04 11:06:03.217095
BO-FI-1668,Test Product 1717 (New),Books,Fiction,346.9264994869587,28.0,2025-01-01 11:06:03.217241
HO-CO-6587,Test Product 1719 (New),home & kitchen,Cookware,37.21637545255958,91.0,2024-04-24 11:06:03.217303
HO-DE-7018,Test Product 1720 (New),Home & Kitchen,Decor,,23.0,2024-04-20 11:06:03.217332
SP-AC-4433,Test Product 1722 (New),sports,Accessories,$209.10,83.0,2024-10-25 11:06:03.217391
HO-FU-9207,Test Product 1723,Home & Kitchen,Furniture,79.63241031796537,37.0,2024-08-09 11:06:03.217421
BO-RE-2356,Test Product 1724 - Latest Model,books,Reference,147.7992378665435,25.0,
TO-BU-3853,Test Product 1727,Toys,Building,447.28882699265927,85.0,2024-07-31 11:06:03.21754
TO-BU-2935,Test Product 1728 - Latest Model,toys,Building,260.9752936122069,,2024-06-28 11:06:03.217569
Sp-Cl-7890,Test Product 1730 (New),Sports,Clothing,429.9147293111936,60.0,2024-06-06 11:06:03.217628
TO-ED-2128,,Toys,Educational,28.34166895200437,95.0,2024-12-11 11:06:03.217657
TO-ED-3737,Test Product 1732 (New),Toys,Educational,90.0992896720758,33.0,
BO-CH-5385,Test Product 1733 [Updated],Books,Children,199.75828801386257,-3.0,2024-02-12 11:06:03.217714
EL-LA-6696,Test Product 1735,Electronics,Laptops,,11.0,2024-02-25 11:06:03.217775
EL-PH-4097,Test Product 1736 (New),Electronics,Phones,284.08110400565687,,2024-09-09 11:06:03.217804
BO-ED-6835,Test Product 1737 (New),Books,Educational,442.2218846470685,,2024-02-10 11:06:03.217836
,Test Product 1739 (New),Toys,Building,435.796360881361,26.0,2024-03-05 11:06:03.217894
EL-AU-1898,Test Product 1740 [Updated],Electronics,Audio,288.7049845005457,64.0,2025-01-09 11:06:03.217923
TO-GA-7920,Test Product 1745,Toys,Games,444.8296622447921,81.0,2025-01-01 11:06:03.218075
HO-CO-3826,Test Product 1747 (New),Home & Kitchen,Cookware,215.03264043787448,20.0,2024-05-06 11:06:03.218134
EL-LA-4291,Test Product 1748 (New),Electronics,Laptops,431.45901628473257,11.0,2024-11-13 11:06:03.218163
TO-OU-1767,Test Product 1751 - Latest Model,Toys,Outdoor,69.40116597671246,39.0,2024-12-27 11:06:03.218253
CL-KI-6575,Test Product 1752 - Latest Model,Clothing,Kids,169.7514916162126,51.0,2024-12-31 11:06:03.218282
SP-FI-5658,Test Product 1756,Sports,Fitness,303.11892893899085,80.0,2024-11-17 11:06:03.2184
EL-CA-1856,Test Product 1757,electronics,Cameras,19.922196097145136,94.0,2024-08-31 11:06:03.218429
BO-FI-3873,Test Product 1758 (New),Books,Fiction,286.6461886041859,5.0,2024-04-23 11:06:03.218459
EL-AC-4173,Test Product 1759 (New),electronics,Accessories,266.4523522607758,93.0,2024-10-26 11:06:03.218488
EL-LA-9100,Test Product 1761 [Updated],Electronics,,136.7231979421333,,2024-10-23 11:06:03.218547
HO-ST-4739,Test Product 1763 [Updated],home & kitchen,Storage,129.39389614550402,84.0,2025-01-12 11:06:03.218607
To-Ou-1109,Test Product 1765,Toys,Outdoor,101.59831907042144,4.0,
HO-ST-2527,Test Product 1766 (New),home & kitchen,Storage,314.3558808292549,81.0,2024-03-07 11:06:03.218695
Ho-St-4529,Test Product 1767 - Latest Model,Home & Kitchen,Storage,336.17576912190424,75.0,2024-09-08 11:06:03.218725
HO-ST-4296,Test Product 1770 - Latest Model,Home & Kitchen,Storage,269.33521506586754,-9.0,2024-08-19 11:06:03.21882
TO-BU-8657,Test Product 1771 [Updated],Toys,Building,29.978904427272013,90.0,2025-02-01 11:06:03.218851
HO-ST-2948,Test Product 1772,home & kitchen,Storage,483.1203695761138,54.0,2024-08-05 11:06:03.218887
To-Ar-3291,Test Product 1773 [Updated],Toys,Arts & Crafts,435.36806619918275,21.0,2024-08-07 11:06:03.218917
BO-FI-3894,Test Product 1776 (New),Books,Fiction,137.3590721902846,41.0,
BO-RE-1201,Test Product 1777 (New),Books,Reference,55.66250512643329,5.0,2024-12-17 11:06:03.219033
BO-ED-9421,Test Product 1778,Books,Educational,20.604479358035483,,2024-02-19 11:06:03.219062
BO-NO-7372,Test Product 1779 - Latest Model,Books,Non-Fiction,196.57156245190984,,2024-02-16 11:06:03.219091
,Test Product 1781 (New),Clothing,Mens,365.0157811438035,-2.0,2025-01-24 11:06:03.219148
BO-ED-1583,Test Product 1783 (New),Books,Educational,189.87054607275084,45.0,2024-08-18 11:06:03.219205
BO-CH-5928,Test Product 1784 [Updated],books,Children,280.9060028276279,46.0,2024-09-01 11:06:03.219234
TO-OU-9676,Test Product 1786,,Outdoor,88.86818885379729,,2024-03-17 11:06:03.219294
CL-WO-4784,Test Product 1789 - Latest Model,Clothing,Womens,$317.45,95.0,2024-10-24 11:06:03.219381
EL-PH-5899,Test Product 1795 - Latest Model,Electronics,Phones,174.56861477180775,25.0,2024-08-11 11:06:03.219558
BO-ED-4393,Test Product 1797,Books,Educational,20.765579693228634,53.0,2024-11-02 11:06:03.219617
CL-SH-6830,Test Product 1800 (New),Clothing,,231.65204015072854,-3.0,2024-06-02 11:06:03.219703
BO-ED-2037,Test Product 1802,Books,Educational,311.0470034808093,97.0,2024-09-16 11:06:03.21976
EL-LA-9553,Test Product 1804 [Updated],Electronics,Laptops,393.48418664773453,65.0,2024-11-04 11:06:03.21982
TO-ED-8704,Test Product 1805 [Updated],Toys,Educational,261.97856428196246,53.0,2024-06-26 11:06:03.219851
TO-BU-2674,Test Product 1806 [Updated],Toys,Building,168.70905360781515,67.0,2024-03-18 11:06:03.219881
BO-RE-2041,Test Product 1809 (New),Books,Reference,453.4911785028673,88.0,2024-07-19 11:06:03.219969
SP-CL-2256,Test Product 1811 - Latest Model,sports,Clothing,461.83899100084216,38.0,2024-12-28 11:06:03.220028
HO-DE-8936,Test Product 1812,Home & Kitchen,Decor,429.42817159362033,9.0,2024-04-29 11:06:03.220057
HO-FU-7761,Test Product 1813 [Updated],Home & Kitchen,Furniture,164.06091292315972,70.0,2024-09-06 11:06:03.220088
CL-WO-1301,Test Product 1814 (New),Clothing,Womens,310.42272201823897,62.0,2024-10-30 11:06:03.220117
BO-RE-7748,Test Product 1817,,Reference,327.301841050177,43.0,2024-04-08 11:06:03.220204
TO-BU-2751,Test Product 1818 (New),Toys,Building,220.0709261654528,9.0,2024-12-17 11:06:03.220233
BO-NO-5669,,Books,,363.93492687403744,46.0,2024-09-23 11:06:03.220262
HO-FU-4140,Test Product 1820 (New),Home & Kitchen,Furniture,320.38169532816045,39.0,2024-07-13 11:06:03.220291
CL-WO-1357,Test Product 1822,Clothing,Womens,221.38879479819482,90.0,2024-12-11 11:06:03.220352
CL-SH-7294,Test Product 1823 - Latest Model,Clothing,Shoes,17.813386362122316,83.0,2024-10-02 11:06:03.220381
CL-KI-5057,Test Product 1828 - Latest Model,clothing,Kids,444.73011398636703,34.0,2024-10-18 11:06:03.220525
TO-GA-3389,Test Product 1830 - Latest Model,Toys,Games,193.7702343025019,1.0,2025-01-11 11:06:03.220587
SP-FI-5374,Test Product 1831 [Updated],sports,Fitness,385.9358170546133,77.0,2024-06-19 11:06:03.220616
SP-OU-5345,Test Product 1832 - Latest Model,Sports,Outdoor,360.14590089312543,33.0,2024-06-16 11:06:03.220645
CL-KI-9958,Test Product 1833 - Latest Model,Clothing,Kids,334.29258301466245,23.0,2025-01-16 11:06:03.220676
HO-ST-1240,Test Product 1836,home & kitchen,Storage,240.9344659813252,27.0,2024-02-21 11:06:03.220763
BO-CH-8092,Test Product 1838 (New),Books,Children,360.43071992383443,32.0,2024-05-23 11:06:03.220825
BO-ED-4632,Test Product 1841 (New),Books,Educational,276.0417788408856,68.0,2024-11-28 11:06:03.220912
El-Ca-4130,Test Product 1844,Electronics,Cameras,277.5847493952324,33.0,2024-03-04 11:06:03.221
EL-LA-4005,Test Product 1846 [Updated],Electronics,Laptops,399.276188451483,76.0,
CL-SH-6970,Test Product 1847,Clothing,Shoes,402.59495204308774,50.0,2024-12-27 11:06:03.221092
SP-CL-7136,Test Product 1848 [Updated],sports,Clothing,150.0606908853251,93.0,2024-06-25 11:06:03.221121
CL-AC-7669,Test Product 1849 (New),Clothing,Accessories,319.036722273035,72.0,2024-09-13 11:06:03.221151
BO-CH-7501,Test Product 1853 (New),books,Children,257.82506674405465,1.0,2024-12-29 11:06:03.221277
,Test Product 1854 - Latest Model,Clothing,Shoes,44.127652263885814,-2.0,2024-09-02 11:06:03.221306
TO-ED-5033,Test Product 1855 (New),Toys,Educational,417.91422001563535,96.0,2024-08-08 11:06:03.221336
TO-BU-5306,Test Product 1856 - Latest Model,Toys,Building,383.2432366366421,25.0,
BO-CH-9839,Test Product 1857,Books,,10.418311744327601,20.0,2024-06-11 11:06:03.221396
CL-AC-5158,Test Product 1858,Clothing,Accessories,$149.17,76.0,2024-09-14 11:06:03.221427
EL-AU-1597,Test Product 1859 - Latest Model,Electronics,Audio,,0.0,2024-09-19 11:06:03.221457
BO-CH-3030,Test Product 1861 (New),Books,Children,486.10879626355165,74.0,2024-11-20 11:06:03.221515
BO-ED-8760,Test Product 1863 (New),Books,Educational,163.13591294891015,65.0,2024-11-05 11:06:03.221573
CL-SH-1088,Test Product 1864 (New),Clothing,Shoes,230.91977448262836,53.0,2024-09-30 11:06:03.221602
Cl-Sh-7919,Test Product 1865 (New),Clothing,,378.06531478633343,91.0,2024-05-17 11:06:03.221631
EL-LA-8166,Test Product 1867 (New),Electronics,Laptops,99.2130806714019,8.0,2024-02-12 11:06:03.221689
,Test Product 1869 [Updated],Home & Kitchen,Cookware,283.51419529688127,-1.0,2024-07-17 11:06:03.221752
EL-LA-1635,Test Product 1870 - Latest Model,Electronics,,302.4205320061627,-6.0,2024-10-02 11:06:03.221787
HO-FU-4775,Test Product 1871,Home & Kitchen,Furniture,390.80492503244204,61.0,2024-03-01 11:06:03.22182
TO-ED-6479,Test Product 1873 - Latest Model,,Educational,369.18557266349035,15.0,2024-12-13 11:06:03.221886
BO-RE-3921,Test Product 1874,books,Reference,,49.0,2024-05-15 11:06:03.221915
SP-CL-1227,Test Product 1877 (New),Sports,Clothing,131.82091832065245,3.0,2024-10-27 11:06:03.222002
TO-GA-8445,Test Product 1878 [Updated],toys,Games,174.40202957886711,69.0,2024-07-05 11:06:03.222031
HO-CO-5258,Test Product 1879 [Updated],Home & Kitchen,Cookware,103.04217325067518,26.0,2024-11-14 11:06:03.22206
TO-AR-5681,Test Product 1883 [Updated],Toys,Arts & Crafts,488.1367748086162,-2.0,2025-01-29 11:06:03.222174
Bo-Fi-4894,Test Product 1886,Books,Fiction,214.57149765228377,0.0,2024-03-03 11:06:03.22226
El-Au-4181,Test Product 1887 (New),electronics,Audio,122.69491051280819,-4.0,2024-06-01 11:06:03.22229
Cl-Sh-4214,Test Product 1888 (New),Clothing,Shoes,169.56678117185209,56.0,2024-04-22 11:06:03.222319
TO-ED-6774,Test Product 1892 [Updated],Toys,Educational,53.69353382132791,28.0,2024-05-11 11:06:03.222434
SP-OU-9964,Test Product 1893 - Latest Model,Sports,Outdoor,466.98233841346354,89.0,2024-11-17 11:06:03.222463
TO-AR-6947,Test Product 1894 (New),Toys,Arts & Crafts,368.428694627794,3.0,2024-08-22 11:06:03.222491
BO-FI-8304,Test Product 1899 (New),Books,Fiction,449.7569436212489,34.0,2024-07-20 11:06:03.222639
Bo-No-4985,Test Product 1900 [Updated],,Non-Fiction,289.09564931371546,15.0,2024-07-09 11:06:03.222667
SP-EQ-4651,Test Product 1902 [Updated],Sports,Equipment,408.8378440628443,71.0,2024-11-18 11:06:03.222724
SP-CL-6112,Test Product 1903 [Updated],Sports,Clothing,232.9507930787065,34.0,2024-04-30 11:06:03.222752
HO-ST-2737,Test Product 1905,Home & Kitchen,Storage,247.2404812220809,93.0,2024-04-02 11:06:03.222809
BO-NO-9484,Test Product 1907 - Latest Model,,Non-Fiction,138.63850974555277,96.0,2024-11-16 11:06:03.222872
Bo-Ch-1088,Test Product 1908 [Updated],books,Children,126.26805681239249,37.0,2024-08-25 11:06:03.222901
Bo-Ch-1265,Test Product 1909 - Latest Model,Books,,57.26545085698713,24.0,2024-08-10 11:06:03.222931
,Test Product 1911 (New),Books,Reference,147.5684558657072,68.0,2024-07-12 11:06:03.222991
BO-CH-8782,Test Product 1912,Books,Children,389.26162332578224,28.0,2024-07-10 11:06:03.22302
CL-SH-7069,Test Product 1914 (New),clothing,Shoes,369.901276299415,77.0,2024-10-14 11:06:03.223077
BO-CH-6130,Test Product 1915 [Updated],Books,Children,451.19860609688294,,2024-08-26 11:06:03.223106
SP-FI-2415,Test Product 1917 (New),Sports,Fitness,158.76647307267524,,2024-03-07 11:06:03.223163
EL-AC-3453,Test Product 1919,electronics,Accessories,90.02798076001119,11.0,2024-05-17 11:06:03.223225
Ho-Fu-9373,Test Product 1922 [Updated],home & kitchen,Furniture,319.4530857739036,77.0,2024-05-20 11:06:03.223314
TO-AR-7192,Test Product 1925 [Updated],Toys,Arts & Crafts,210.04338404091635,-1.0,2024-12-09 11:06:03.2234
TO-AR-8120,Test Product 1926 - Latest Model,Toys,Arts & Crafts,341.61560520742387,96.0,2024-04-06 11:06:03.223429
CL-AC-5488,Test Product 1929 [Updated],Clothing,Accessories,318.2380155156946,70.0,2025-01-28 11:06:03.223514
SP-FI-3359,Test Product 1930 (New),Sports,Fitness,253.5298524745089,22.0,2024-06-28 11:06:03.223544
HO-FU-9722,Test Product 1931 [Updated],Home & Kitchen,Furniture,292.2097020317771,75.0,2024-05-30 11:06:03.223573
EL-LA-1837,Test Product 1932 - Latest Model,Electronics,Laptops,126.36358055275579,36.0,2024-06-20 11:06:03.223601
CL-AC-8526,Test Product 1934 (New),clothing,Accessories,343.05722834675663,,2024-04-10 11:06:03.223658
Ho-Fu-3811,Test Product 1935,Home & Kitchen,Furniture,20.281668180288555,53.0,2024-05-06 11:06:03.223687
HO-DE-9799,Test Product 1937 - Latest Model,home & kitchen,Decor,44.907950468873516,98.0,2024-09-13 11:06:03.223745
EL-PH-4774,Test Product 1938 - Latest Model,Electronics,,75.59775486524512,33.0,2025-01-19 11:06:03.223773
TO-OU-5887,Test Product 1939 - Latest Model,Toys,Outdoor,371.1391318643515,68.0,2025-01-27 11:06:03.223801
TO-AR-4309,Test Product 1940,Toys,Arts & Crafts,495.63319600959176,96.0,2024-07-28 11:06:03.223835
EL-PH-3051,Test Product 1942 (New),electronics,Phones,138.30676039012295,73.0,2024-09-05 11:06:03.223897
HO-FU-4608,Test Product 1944 [Updated],Home & Kitchen,Furniture,244.88262171575832,32.0,2024-02-10 11:06:03.223958
