clean_sku,original_sku,product_name,category,subcategory,price,inventory,inventory_date,record_status
Ho-De-3206,Ho-De-3206,Test Product 1034 [Updated],"",Decor,195.79,89.0,2024-02-17 11:06:03.197049,Complete
EL-AC-2546,EL-AC-2546,,Electronics,Accessories,,0.0,2024-07-13 11:06:03.197079,Missing price
CL-AC-6228,CL-AC-6228,Test Product 1037 (New),Clothing,Accessories,120.08,86.0,2024-04-27 11:06:03.197138,Complete
HO-ST-3423,HO-ST-3423,Test Product 1038 - Latest Model,Home & kitchen,Storage,19.39,0.0,2024-12-08 11:06:03.197167,Complete
EL-AU-8730,EL-AU-8730,Test Product 1039 [Updated],Electronics,Audio,371.24,27.0,2024-10-23 11:06:03.197197,Complete
EL-AU-4759,EL-AU-4759,Test Product 1041 (New),Electronics,Audio,497.32,65.0,2024-12-03 11:06:03.197256,Complete
EL-CA-9142,EL-CA-9142,Test Product 1044,Electronics,Cameras,192.96,66.0,2024-03-22 11:06:03.197344,Complete
TO-BU-5549,TO-BU-5549,Test Product 1046,Toys,Building,328.27,1.0,2024-08-16 11:06:03.197404,Complete
BO-ED-6681,BO-ED-6681,Test Product 1047 - Latest Model,Books,Educational,21.75,0.0,,Complete
HO-CO-1973,HO-CO-1973,,Home & kitchen,Cookware,419.43,12.0,2024-04-07 11:06:03.197463,Complete
TO-BU-3738,TO-BU-3738,Test Product 1049 [Updated],Toys,Building,66.11,6.0,2024-10-14 11:06:03.197493,Complete
BO-ED-8253,BO-ED-8253,Test Product 1050 [Updated],"",Educational,230.94,17.0,2024-11-13 11:06:03.197522,Complete
CL-AC-1329,CL-AC-1329,Test Product 1052 (New),"",Accessories,137.71,56.0,2025-01-12 11:06:03.197584,Complete
SP-EQ-5221,SP-EQ-5221,,Sports,Equipment,26.16,79.0,2024-07-31 11:06:03.197648,Complete
HO-ST-5427,HO-ST-5427,Test Product 1055,Home & kitchen,Storage,177.34,75.0,2024-03-26 11:06:03.19768,Complete
EL-PH-3808,EL-PH-3808,Test Product 1056,Electronics,Phones,81.98,65.0,2024-03-13 11:06:03.197711,Complete
CL-SH-1354,CL-SH-1354,Test Product 1057 [Updated],Clothing,Shoes,176.01,18.0,2024-03-17 11:06:03.198,Complete
BO-FI-2251,BO-FI-2251,Test Product 1062 - Latest Model,Books,Fiction,378.12,18.0,2024-09-03 11:06:03.197894,Complete
SP-EQ-7229,SP-EQ-7229,Test Product 1064 [Updated],Sports,Equipment,430.90,62.0,2024-11-23 11:06:03.198,Complete
BO-FI-2896,BO-FI-2896,Test Product 1065 [Updated],Books,Fiction,13.32,25.0,2024-06-07 11:06:03.198,Complete
TO-BU-7834,TO-BU-7834,Test Product 1069 [Updated],Toys,Building,146.69,47.0,2024-12-08 11:06:03.198101,Complete
EL-AC-3745,EL-AC-3745,Test Product 1072 (New),Electronics,Accessories,474.44,47.0,2024-08-31 11:06:03.198191,Complete
Sp-Ou-8008,Sp-Ou-8008,Test Product 1073,Sports,Outdoor,124.81,0.0,,Complete
BO-CH-1870,BO-CH-1870,Test Product 1074 [Updated],Books,Children,476.81,88.0,2024-12-24 11:06:03.198251,Complete
SP-OU-8890,SP-OU-8890,Test Product 1077,"",Outdoor,387.27,0.0,,Complete
EL-AU-1863,EL-AU-1863,Test Product 1081 [Updated],Electronics,Audio,458.08,72.0,2024-10-28 11:06:03.198462,Complete
CL-KI-8453,CL-KI-8453,Test Product 1085,Clothing,Kids,461.76,89.0,2024-02-22 11:06:03.19858,Complete
SP-FI-6025,SP-FI-6025,Test Product 1087 - Latest Model,Sports,Fitness,136.50,71.0,2024-07-03 11:06:03.19864,Complete
TO-AR-3486,TO-AR-3486,Test Product 1089 - Latest Model,Toys,Arts & Crafts,228.92,0.0,2024-03-28 11:06:03.1987,Complete
TO-ED-9050,TO-ED-9050,Test Product 1090 (New),Toys,Educational,118.43,72.0,2024-04-30 11:06:03.19873,Complete
TO-AR-1947,TO-AR-1947,,Toys,Arts & Crafts,166.61,18.0,2024-06-30 11:06:03.198794,Complete
Cl-Me-9998,Cl-Me-9998,Test Product 1093,Clothing,Mens,313.27,0.0,,Complete
EL-CA-2003,EL-CA-2003,Test Product 1095 [Updated],Electronics,Cameras,,0.0,2024-03-11 11:06:03.198887,Missing price
SP-CL-1559,SP-CL-1559,Test Product 1098 (New),Sports,Clothing,71.55,63.0,2025-01-30 11:06:03.199,Complete
EL-PH-9559,EL-PH-9559,Test Product 1101,Electronics,Phones,445.43,52.0,2024-11-14 11:06:03.199067,Complete
SP-OU-9172,SP-OU-9172,Test Product 1105,Sports,Outdoor,261.17,98.0,2024-04-12 11:06:03.199185,Complete
HO-DE-2301,HO-DE-2301,Test Product 1108 (New),Home & kitchen,Decor,51.16,0.0,2024-12-24 11:06:03.199273,Complete
HO-CO-2351,HO-CO-2351,Test Product 1111,Home & kitchen,Cookware,478.20,0.0,,Complete
SP-FI-9756,SP-FI-9756,Test Product 1112 - Latest Model,Sports,Fitness,276.65,14.0,2024-06-28 11:06:03.199397,Complete
EL-PH-7704,EL-PH-7704,Test Product 1114,Electronics,Phones,270.73,32.0,2025-01-15 11:06:03.199457,Complete
SP-CL-5748,SP-CL-5748,,Sports,Clothing,28.59,13.0,2024-09-26 11:06:03.2,Complete
BO-CH-7457,BO-CH-7457,Test Product 1117 (New),"",Children,233.18,15.0,2024-02-29 11:06:03.199548,Complete
To-Ga-5382,To-Ga-5382,Test Product 1118 (New),Toys,Games,108.61,24.0,2025-01-13 11:06:03.199577,Complete
CL-SH-3841,CL-SH-3841,Test Product 1119 [Updated],Clothing,Shoes,320.55,0.0,,Complete
TO-ED-1014,TO-ED-1014,Test Product 1122 - Latest Model,Toys,,79.93,4.0,2024-06-21 11:06:03.2,Missing subcategory
TO-AR-8408,TO-AR-8408,Test Product 1124 (New),Toys,Arts & Crafts,,0.0,2024-04-10 11:06:03.19976,Missing price
CL-WO-7211,CL-WO-7211,Test Product 1127 [Updated],Clothing,Womens,499.69,85.0,2025-01-12 11:06:03.199852,Complete
CL-AC-2935,CL-AC-2935,Test Product 1128 (New),Clothing,Accessories,427.96,26.0,2024-10-10 11:06:03.199882,Complete
To-Ed-6265,To-Ed-6265,Test Product 1129 [Updated],Toys,Educational,,97.0,2024-03-11 11:06:03.199911,Missing price
CL-WO-3203,CL-WO-3203,Test Product 1132 - Latest Model,Clothing,Womens,184.16,28.0,2024-08-20 11:06:03.200004,Complete
SP-AC-3303,SP-AC-3303,Test Product 1134 (New),Sports,Accessories,156.04,0.0,2024-04-03 11:06:03.200063,Complete
EL-PH-6179,EL-PH-6179,Test Product 1135,Electronics,Phones,231.97,55.0,2024-04-02 11:06:03.200093,Complete
EL-LA-8596,EL-LA-8596,Test Product 1136,Electronics,Laptops,171.75,69.0,2024-08-18 11:06:03.200123,Complete
BO-ED-6413,BO-ED-6413,Test Product 1138 [Updated],Books,Educational,36.53,16.0,2024-09-14 11:06:03.200182,Complete
EL-AU-8370,EL-AU-8370,Test Product 1139 [Updated],Electronics,Audio,385.97,62.0,2025-01-15 11:06:03.200211,Complete
EL-AC-6491,EL-AC-6491,Test Product 1140 - Latest Model,"",Accessories,295.86,26.0,2024-04-23 11:06:03.20024,Complete
EL-CA-6267,EL-CA-6267,Test Product 1141 [Updated],Electronics,Cameras,54.60,0.0,2024-07-31 11:06:03.200273,Complete
SP-CL-4322,SP-CL-4322,Test Product 1142 (New),Sports,,120.19,0.0,,Missing subcategory
BO-CH-3567,BO-CH-3567,Test Product 1143,Books,Children,342.16,37.0,2024-02-18 11:06:03.200334,Complete
BO-CH-2976,BO-CH-2976,Test Product 1144,Books,Children,353.09,1.0,2024-12-11 11:06:03.200365,Complete
TO-BU-4090,TO-BU-4090,Test Product 1146 - Latest Model,Toys,Building,301.12,0.0,,Complete
TO-AR-3478,TO-AR-3478,Test Product 1148 [Updated],Toys,Arts & Crafts,210.62,53.0,2024-09-05 11:06:03.200484,Complete
EL-CA-4392,EL-CA-4392,Test Product 1149 (New),Electronics,Cameras,,81.0,2024-05-05 11:06:03.201,Missing price
EL-CA-8857,EL-CA-8857,Test Product 1150 - Latest Model,Electronics,Cameras,468.98,6.0,2024-05-31 11:06:03.201,Complete
HO-AP-2774,HO-AP-2774,,Home & kitchen,Appliances,342.60,73.0,2025-01-28 11:06:03.201,Complete
Sp-Ac-8611,Sp-Ac-8611,Test Product 1160 - Latest Model,Sports,Accessories,262.59,73.0,2024-06-08 11:06:03.20084,Complete
SP-EQ-2990,SP-EQ-2990,Test Product 1162,Sports,Equipment,183.24,4.0,2024-04-20 11:06:03.200902,Complete
BO-ED-7917,BO-ED-7917,,Books,Educational,376.97,94.0,2024-12-05 11:06:03.200932,Complete
CL-AC-1834,CL-AC-1834,Test Product 1167 (New),Clothing,Accessories,167.41,0.0,,Complete
Ho-Ap-1058,Ho-Ap-1058,Test Product 1169,Home & kitchen,Appliances,266.89,2.0,2024-04-20 11:06:03.201105,Complete
SP-CL-7541,SP-CL-7541,Test Product 1170,Sports,Clothing,371.15,33.0,2024-02-13 11:06:03.201139,Complete
EL-LA-6828,EL-LA-6828,Test Product 1171 (New),Electronics,Laptops,74.84,46.0,2024-05-13 11:06:03.201172,Complete
HO-ST-1388,HO-ST-1388,Test Product 1172 - Latest Model,Home & kitchen,Storage,147.49,95.0,2025-01-02 11:06:03.201202,Complete
CL-WO-5299,CL-WO-5299,Test Product 1173,Clothing,Womens,221.90,17.0,2024-11-21 11:06:03.201232,Complete
SP-EQ-3407,SP-EQ-3407,Test Product 1178,Sports,Equipment,122.70,0.0,,Complete
TO-GA-4307,TO-GA-4307,Test Product 1179 (New),Toys,Games,49.93,1.0,2024-09-02 11:06:03.201414,Complete
To-Ga-4055,To-Ga-4055,Test Product 1180,Toys,Games,62.29,98.0,2024-10-30 11:06:03.201446,Complete
BO-CH-9283,BO-CH-9283,Test Product 1183,Books,Children,430.79,33.0,2024-06-24 11:06:03.201536,Complete
HO-DE-2672,HO-DE-2672,,Home & kitchen,,184.88,3.0,2024-04-26 11:06:03.20163,Missing subcategory
CL-WO-5722,CL-WO-5722,,Clothing,Womens,95.72,0.0,2024-05-12 11:06:03.20166,Complete
SP-AC-5090,SP-AC-5090,Test Product 1188 - Latest Model,"",Accessories,277.80,0.0,2024-03-09 11:06:03.20169,Complete
HO-FU-1061,HO-FU-1061,Test Product 1189 - Latest Model,"",Furniture,55.13,78.0,2024-05-17 11:06:03.201722,Complete
SP-FI-6631,SP-FI-6631,Test Product 1190 (New),Sports,Fitness,448.74,0.0,2024-03-03 11:06:03.202,Complete
SP-CL-7734,SP-CL-7734,Test Product 1191,Sports,Clothing,356.34,82.0,2024-10-21 11:06:03.201782,Complete
Ho-De-1332,Ho-De-1332,Test Product 1192 [Updated],Home & kitchen,Decor,318.92,0.0,2024-08-04 11:06:03.201813,Complete
HO-DE-6308,HO-DE-6308,Test Product 1193 [Updated],Home & kitchen,Decor,235.96,0.0,2024-08-31 11:06:03.202,Complete
SP-CL-4871,SP-CL-4871,Test Product 1196,Sports,Clothing,190.45,19.0,2024-04-23 11:06:03.202,Complete
BO-RE-9722,BO-RE-9722,Test Product 1198 [Updated],Books,Reference,,13.0,2024-04-11 11:06:03.201998,Missing price
CL-KI-8789,CL-KI-8789,Test Product 1199 [Updated],Clothing,Kids,39.26,0.0,2025-02-01 11:06:03.202029,Complete
BO-ED-2976,BO-ED-2976,Test Product 1201 [Updated],"",Educational,464.83,99.0,2024-09-11 11:06:03.202087,Complete
BO-ED-9626,BO-ED-9626,Test Product 1202,Books,Educational,429.14,26.0,2024-05-13 11:06:03.28893,Complete
HO-CO-6083,HO-CO-6083,Test Product 1204,Home & kitchen,Cookware,51.30,43.0,2025-01-16 11:06:03.202173,Complete
El-Au-9191,El-Au-9191,Test Product 1207 (New),Electronics,Audio,,41.0,2024-06-08 11:06:03.20226,Missing price
SP-AC-6143,SP-AC-6143,Test Product 1210 - Latest Model,Sports,Accessories,,81.0,2024-11-30 11:06:03.202347,Missing price
Sp-Ac-9367,Sp-Ac-9367,,Sports,Accessories,466.59,89.0,2024-03-01 11:06:03.202405,Complete
EL-PH-7074,EL-PH-7074,Test Product 1214,Electronics,Phones,260.01,81.0,2024-10-02 11:06:03.202463,Complete
CL-KI-6768,CL-KI-6768,Test Product 1215 [Updated],Clothing,Kids,337.50,20.0,,Complete
TO-ED-5340,TO-ED-5340,Test Product 1216,Toys,Educational,170.97,0.0,2024-11-30 11:06:03.203,Complete
TO-OU-5587,TO-OU-5587,Test Product 1217 - Latest Model,Toys,Outdoor,366.10,77.0,2024-10-29 11:06:03.20255,Complete
HO-DE-3612,HO-DE-3612,Test Product 1220,Home & kitchen,Decor,119.73,8.0,2024-09-25 11:06:03.202636,Complete
CL-ME-7385,CL-ME-7385,Test Product 1223 - Latest Model,Clothing,Mens,32.88,54.0,2024-12-10 11:06:03.203,Complete
HO-CO-8518,HO-CO-8518,,Home & kitchen,Cookware,205.29,11.0,2024-11-24 11:06:03.202781,Complete
BO-ED-4266,BO-ED-4266,,Books,Educational,96.88,48.0,2024-05-23 11:06:03.202816,Complete
CL-KI-1443,CL-KI-1443,Test Product 1227 - Latest Model,"",Kids,461.83,81.0,2024-09-28 11:06:03.203,Complete
HO-CO-5885,HO-CO-5885,Test Product 1230 - Latest Model,"",Cookware,181.39,0.0,2024-04-26 11:06:03.202944,Complete
HO-FU-8625,HO-FU-8625,Test Product 1231 - Latest Model,Home & kitchen,,228.10,25.0,2024-09-29 11:06:03.203,Missing subcategory
BO-RE-9486,BO-RE-9486,Test Product 1232 [Updated],Books,Reference,419.05,57.0,2024-05-22 11:06:03.203003,Complete
TO-ED-8123,TO-ED-8123,Test Product 1233 (New),Toys,Educational,214.19,16.0,2024-10-21 11:06:03.203032,Complete
EL-AU-3371,EL-AU-3371,Test Product 1235,Electronics,Audio,104.47,81.0,2024-10-17 11:06:03.20309,Complete
CL-ME-8319,CL-ME-8319,Test Product 1237 - Latest Model,Clothing,Mens,213.16,28.0,2024-03-14 11:06:03.203148,Complete
EL-AU-4651,EL-AU-4651,,Electronics,Audio,,38.0,2024-04-29 11:06:03.203177,Missing price
EL-PH-1016,EL-PH-1016,Test Product 1239,Electronics,Phones,346.32,66.0,2024-07-02 11:06:03.203206,Complete
SP-EQ-4788,SP-EQ-4788,,Sports,Equipment,308.84,80.0,2024-05-12 11:06:03.203235,Complete
BO-CH-9308,BO-CH-9308,Test Product 1241 - Latest Model,Books,Children,445.70,93.0,2024-08-18 11:06:03.203265,Complete
BO-RE-8324,BO-RE-8324,Test Product 1242 - Latest Model,Books,Reference,401.45,29.0,2024-04-06 11:06:03.203294,Complete
EL-LA-8040,EL-LA-8040,,Electronics,Laptops,341.35,31.0,2024-08-05 11:06:03.203324,Complete
TO-ED-2718,TO-ED-2718,Test Product 1244 (New),Toys,Educational,,66.0,2024-11-28 11:06:03.203355,Missing price
CL-WO-5849,CL-WO-5849,Test Product 1247 - Latest Model,Clothing,Womens,356.99,73.0,2024-08-05 11:06:03.203443,Complete
BO-FI-6458,BO-FI-6458,,Books,Fiction,477.06,44.0,2024-06-08 11:06:03.203473,Complete
TO-AR-1770,TO-AR-1770,Test Product 1250,Toys,Arts & Crafts,59.11,70.0,2024-07-13 11:06:03.203531,Complete
HO-ST-8662,HO-ST-8662,Test Product 1252 - Latest Model,Home & kitchen,Storage,31.83,0.0,,Complete
El-Ac-5378,El-Ac-5378,Test Product 1254,Electronics,,,0.0,,Missing price
CL-AC-4044,CL-AC-4044,Test Product 1255 (New),Clothing,Accessories,,29.0,2024-11-12 11:06:03.204,Missing price
El-Ph-9102,El-Ph-9102,Test Product 1256 (New),Electronics,,382.67,15.0,2025-01-22 11:06:03.203706,Missing subcategory
EL-LA-8054,EL-LA-8054,Test Product 1260 [Updated],Electronics,Laptops,499.32,0.0,2024-05-01 11:06:03.203825,Complete
HO-CO-8504,HO-CO-8504,Test Product 1262 - Latest Model,Home & kitchen,,116.95,8.0,2024-02-23 11:06:03.204,Missing subcategory
BO-RE-8960,BO-RE-8960,Test Product 1263 (New),Books,Reference,367.34,56.0,2025-01-01 11:06:03.204,Complete
TO-GA-4478,TO-GA-4478,Test Product 1265,Toys,,429.57,74.0,2024-08-06 11:06:03.203973,Missing subcategory
Bo-No-6300,Bo-No-6300,Test Product 1267 - Latest Model,Books,,,10.0,2024-08-29 11:06:03.204034,Missing price
BO-FI-7441,BO-FI-7441,Test Product 1272 (New),Books,Fiction,18.95,47.0,2024-07-08 11:06:03.204183,Complete
BO-RE-4347,BO-RE-4347,Test Product 1273 [Updated],Books,Reference,336.60,59.0,2024-08-15 11:06:03.204212,Complete
HO-CO-8899,HO-CO-8899,Test Product 1275 (New),Home & kitchen,Cookware,336.94,28.0,2024-05-08 11:06:03.204271,Complete
HO-CO-6785,HO-CO-6785,Test Product 1279 - Latest Model,"",Cookware,391.41,7.0,2024-11-25 11:06:03.204389,Complete
EL-PH-6203,EL-PH-6203,,Electronics,Phones,163.98,0.0,2024-04-12 11:06:03.204418,Complete
EL-LA-4212,EL-LA-4212,Test Product 1282,"",Laptops,73.80,0.0,2025-01-08 11:06:03.204476,Complete
HO-DE-5016,HO-DE-5016,Test Product 1283,Home & kitchen,Decor,26.29,96.0,2024-10-02 11:06:03.204506,Complete
EL-AU-6444,EL-AU-6444,Test Product 1290 [Updated],Electronics,Audio,355.15,75.0,2024-04-25 11:06:03.204717,Complete
Sp-Ac-4746,Sp-Ac-4746,Test Product 1292,Sports,Accessories,424.71,0.0,,Complete
HO-DE-5004,HO-DE-5004,Test Product 1293 - Latest Model,Home & kitchen,Decor,106.15,94.0,2024-10-22 11:06:03.204805,Complete
EL-AU-3928,EL-AU-3928,Test Product 1294 (New),Electronics,Audio,199.71,65.0,2024-07-24 11:06:03.204837,Complete
EL-AU-3504,EL-AU-3504,Test Product 1295 [Updated],Electronics,Audio,11.84,84.0,2024-12-08 11:06:03.204866,Complete
BO-ED-3954,BO-ED-3954,Test Product 1296,Books,Educational,356.77,0.0,2024-03-24 11:06:03.204896,Complete
HO-AP-3899,HO-AP-3899,Test Product 1297 - Latest Model,Home & kitchen,Appliances,362.79,97.0,2024-06-08 11:06:03.204925,Complete
To-Ar-1458,To-Ar-1458,Test Product 1300 (New),Toys,Arts & Crafts,,14.0,2025-01-01 11:06:03.205013,Missing price
CL-KI-9962,CL-KI-9962,Test Product 1302,Clothing,Kids,63.01,61.0,2024-09-22 11:06:03.205074,Complete
BO-FI-7587,BO-FI-7587,Test Product 1303,Books,Fiction,18.49,34.0,2024-11-26 11:06:03.205103,Complete
SP-CL-3304,SP-CL-3304,Test Product 1308 (New),Sports,Clothing,157.87,0.0,2024-03-03 11:06:03.205252,Complete
HO-AP-9291,HO-AP-9291,Test Product 1309 - Latest Model,Home & kitchen,Appliances,448.84,71.0,2024-07-03 11:06:03.205281,Complete
HO-FU-5682,HO-FU-5682,Test Product 1310 (New),Home & kitchen,Furniture,85.59,61.0,2024-02-10 11:06:03.20531,Complete
HO-ST-8017,HO-ST-8017,Test Product 1312 (New),Home & kitchen,Storage,,88.0,2024-06-02 11:06:03.205372,Missing price
HO-CO-6489,HO-CO-6489,Test Product 1314,Home & kitchen,Cookware,130.80,15.0,2024-07-14 11:06:03.205432,Complete
TO-BU-8973,TO-BU-8973,,Toys,Building,46.83,89.0,2024-12-10 11:06:03.205461,Complete
TO-ED-9707,TO-ED-9707,Test Product 1318 (New),Toys,Educational,425.14,0.0,,Complete
SP-EQ-2315,SP-EQ-2315,Test Product 1323 (New),Sports,Equipment,56.58,28.0,2024-10-03 11:06:03.206,Complete
TO-ED-3432,TO-ED-3432,Test Product 1324 - Latest Model,Toys,Educational,337.25,29.0,2024-06-28 11:06:03.206,Complete
TO-ED-3634,TO-ED-3634,Test Product 1327 [Updated],Toys,Educational,249.03,91.0,2024-08-24 11:06:03.20582,Complete
CL-AC-6203,CL-AC-6203,Test Product 1330 [Updated],"",Accessories,94.47,6.0,2024-04-11 11:06:03.206,Complete
TO-BU-9580,TO-BU-9580,Test Product 1331 - Latest Model,"",Building,235.61,7.0,2025-02-05 11:06:03.205938,Complete
BO-FI-1347,BO-FI-1347,Test Product 1333,Books,,255.24,23.0,2024-03-19 11:06:03.205999,Missing subcategory
CL-ME-2594,CL-ME-2594,Test Product 1334 (New),Clothing,Mens,86.40,0.0,2024-06-10 11:06:03.206029,Complete
TO-OU-3555,TO-OU-3555,Test Product 1336 [Updated],Toys,Outdoor,308.26,0.0,2024-07-03 11:06:03.20609,Complete
SP-OU-4412,SP-OU-4412,,Sports,Outdoor,461.33,0.0,2024-07-24 11:06:03.206119,Complete
SP-FI-3500,SP-FI-3500,Test Product 1340 - Latest Model,Sports,Fitness,273.72,58.0,2024-06-10 11:06:03.206207,Complete
HO-DE-8058,HO-DE-8058,Test Product 1341 - Latest Model,Home & kitchen,Decor,345.88,82.0,2024-07-18 11:06:03.206237,Complete
SP-OU-7364,SP-OU-7364,Test Product 1343 [Updated],Sports,,417.79,10.0,2024-05-03 11:06:03.206295,Missing subcategory
HO-ST-4800,HO-ST-4800,Test Product 1344 - Latest Model,Home & kitchen,Storage,190.33,61.0,2024-06-23 11:06:03.206325,Complete
HO-DE-3256,HO-DE-3256,Test Product 1345 - Latest Model,Home & kitchen,Decor,12.98,55.0,2024-08-13 11:06:03.206356,Complete
TO-GA-4716,TO-GA-4716,Test Product 1347 - Latest Model,Toys,Games,391.12,0.0,2024-07-11 11:06:03.206415,Complete
BO-CH-5760,BO-CH-5760,Test Product 1348 (New),Books,Children,153.24,3.0,2024-04-16 11:06:03.206444,Complete
CL-WO-9593,CL-WO-9593,Test Product 1349 [Updated],"",Womens,234.34,65.0,2024-06-25 11:06:03.206474,Complete
HO-AP-9833,HO-AP-9833,Test Product 1350 - Latest Model,Home & kitchen,Appliances,352.86,19.0,2024-04-07 11:06:03.206504,Complete
TO-OU-3482,TO-OU-3482,Test Product 1352 (New),Toys,Outdoor,494.89,10.0,2024-11-21 11:06:03.207,Complete
SP-CL-5021,SP-CL-5021,Test Product 1353,Sports,Clothing,327.60,0.0,,Complete
TO-BU-3755,TO-BU-3755,Test Product 1354,Toys,Building,36.31,0.0,2024-08-18 11:06:03.206627,Complete
TO-GA-4048,TO-GA-4048,Test Product 1357,Toys,Games,297.15,52.0,2024-03-23 11:06:03.206716,Complete
CL-SH-6932,CL-SH-6932,Test Product 1359,Clothing,Shoes,200.04,0.0,2024-05-28 11:06:03.207,Complete
CL-WO-7590,CL-WO-7590,Test Product 1361 (New),Clothing,Womens,252.66,0.0,,Complete
TO-AR-8383,TO-AR-8383,Test Product 1363 (New),Toys,Arts & Crafts,146.57,64.0,2025-01-17 11:06:03.206898,Complete
EL-CA-9089,EL-CA-9089,Test Product 1364,Electronics,Cameras,108.84,0.0,,Complete
EL-AU-1722,EL-AU-1722,Test Product 1365 [Updated],Electronics,Audio,285.77,36.0,2024-06-30 11:06:03.207,Complete
HO-AP-8398,HO-AP-8398,Test Product 1366,Home & kitchen,Appliances,207.97,60.0,,Complete
SP-AC-6587,SP-AC-6587,Test Product 1369 (New),Sports,Accessories,381.64,52.0,2024-08-29 11:06:03.207074,Complete
To-Ed-6885,To-Ed-6885,Test Product 1370 (New),Toys,,154.23,60.0,2024-08-28 11:06:03.207103,Missing subcategory
SP-EQ-9491,SP-EQ-9491,Test Product 1371 - Latest Model,Sports,Equipment,493.78,99.0,2024-11-26 11:06:03.207134,Complete
HO-FU-1049,HO-FU-1049,Test Product 1373 - Latest Model,Home & kitchen,Furniture,233.92,13.0,2024-07-20 11:06:03.207193,Complete
Sp-Fi-9898,Sp-Fi-9898,Test Product 1375 (New),Sports,,289.16,0.0,2024-10-25 11:06:03.207252,Missing subcategory
CL-WO-1526,CL-WO-1526,,Clothing,,50.90,0.0,2024-12-11 11:06:03.207284,Missing subcategory
EL-CA-3372,EL-CA-3372,Test Product 1378,Electronics,Cameras,338.78,97.0,2024-02-13 11:06:03.207344,Complete
BO-NO-6748,BO-NO-6748,Test Product 1382 (New),Books,Non-Fiction,212.69,0.0,,Complete
BO-ED-9167,BO-ED-9167,Test Product 1383,Books,Educational,35.88,87.0,2025-01-09 11:06:03.207489,Complete
TO-GA-6701,TO-GA-6701,,Toys,Games,182.71,94.0,2024-05-27 11:06:03.208,Complete
BO-FI-9766,BO-FI-9766,Test Product 1389 (New),Books,Fiction,402.16,17.0,2024-12-08 11:06:03.208,Complete
CL-KI-2120,CL-KI-2120,Test Product 1391,Clothing,Kids,484.39,75.0,2024-09-17 11:06:03.208,Complete
HO-CO-3413,HO-CO-3413,Test Product 1392,Home & kitchen,,481.74,8.0,2024-04-26 11:06:03.20775,Missing subcategory
Ho-Fu-6577,Ho-Fu-6577,Test Product 1393 (New),Home & kitchen,Furniture,494.34,49.0,2024-12-04 11:06:03.208,Complete
BO-ED-2828,BO-ED-2828,Test Product 1394 - Latest Model,Books,Educational,29.10,4.0,2025-01-13 11:06:03.207809,Complete
HO-FU-8134,HO-FU-8134,Test Product 1396 - Latest Model,Home & kitchen,Furniture,471.56,4.0,2024-03-10 11:06:03.208,Complete
SP-CL-9235,SP-CL-9235,Test Product 1397 [Updated],Sports,Clothing,15.81,16.0,2024-11-10 11:06:03.2079,Complete
TO-AR-8735,TO-AR-8735,Test Product 1398 - Latest Model,Toys,Arts & Crafts,41.81,56.0,2024-12-22 11:06:03.207929,Complete
BO-FI-2579,BO-FI-2579,Test Product 1399 - Latest Model,Books,Fiction,416.45,7.0,2024-10-07 11:06:03.20796,Complete
EL-PH-7541,EL-PH-7541,Test Product 1402 [Updated],Electronics,Phones,491.31,0.0,2024-05-23 11:06:03.208054,Complete
HO-AP-8147,HO-AP-8147,Test Product 1404 - Latest Model,Home & kitchen,,264.02,51.0,2024-05-26 11:06:03.208114,Missing subcategory
TO-BU-7654,TO-BU-7654,Test Product 1411 [Updated],Toys,Building,293.82,59.0,2024-12-30 11:06:03.208324,Complete
TO-OU-5231,TO-OU-5231,Test Product 1413,Toys,Outdoor,269.49,49.0,2024-06-24 11:06:03.208383,Complete
SP-CL-2218,SP-CL-2218,Test Product 1414 (New),Sports,Clothing,184.62,14.0,2024-03-10 11:06:03.208413,Complete
SP-AC-6681,SP-AC-6681,Test Product 1415,Sports,Accessories,302.26,19.0,2024-07-17 11:06:03.208442,Complete
CL-AC-2212,CL-AC-2212,Test Product 1416 [Updated],Clothing,Accessories,115.12,0.0,2024-07-28 11:06:03.208472,Complete
BO-RE-2241,BO-RE-2241,Test Product 1420 [Updated],Books,,211.86,69.0,2024-10-23 11:06:03.208591,Missing subcategory
El-Ac-3064,El-Ac-3064,,Electronics,Accessories,,5.0,2024-12-17 11:06:03.208651,Missing price
BO-FI-3743,BO-FI-3743,Test Product 1423 [Updated],Books,Fiction,266.04,0.0,2024-11-07 11:06:03.209,Complete
TO-ED-7181,TO-ED-7181,Test Product 1426 (New),Toys,Educational,420.41,0.0,2024-12-04 11:06:03.208773,Complete
EL-CA-3690,EL-CA-3690,Test Product 1427 - Latest Model,"",Cameras,12.35,0.0,2024-03-17 11:06:03.208803,Complete
HO-FU-2693,HO-FU-2693,Test Product 1428 - Latest Model,Home & kitchen,Furniture,,40.0,2024-04-09 11:06:03.209,Missing price
Bo-No-1978,Bo-No-1978,Test Product 1429 (New),Books,Non-Fiction,186.59,9.0,2024-06-10 11:06:03.209,Complete
HO-CO-4034,HO-CO-4034,Test Product 1431 (New),Home & kitchen,,326.84,75.0,2024-06-29 11:06:03.209,Missing subcategory
EL-PH-7189,EL-PH-7189,Test Product 1432 (New),Electronics,Phones,365.62,0.0,,Complete
SP-OU-3680,SP-OU-3680,Test Product 1436 (New),Sports,Outdoor,397.18,12.0,2024-05-03 11:06:03.209069,Complete
